district,state,year,flood_events,area_affected_ha,people_affected,damage_cr
Bulandshahr,Uttar Pradesh,2015,5,34590,132422,747
Bulandshahr,Uttar Pradesh,2016,9,29247,193153,317
Bulandshahr,Uttar Pradesh,2017,5,35910,153012,795
Bulandshahr,Uttar Pradesh,2018,7,49497,172118,772
Bulandshahr,Uttar Pradesh,2019,4,39316,112319,419
Bulandshahr,Uttar Pradesh,2020,3,31569,107445,691
Bulandshahr,Uttar Pradesh,2021,3,11077,89514,455
Bulandshahr,Uttar Pradesh,2022,4,25848,100582,561
Bulandshahr,Uttar Pradesh,2023,7,26083,137266,188
Bulandshahr,Uttar Pradesh,2024,9,24628,93842,680
Chandauli,Uttar Pradesh,2015,4,13608,86065,510
Chandauli,Uttar Pradesh,2016,5,42335,76777,928
Chandauli,Uttar Pradesh,2017,5,40249,171362,709
Chandauli,Uttar Pradesh,2018,6,21313,91563,466
Chandauli,Uttar Pradesh,2019,3,41565,88919,965
Chandauli,Uttar Pradesh,2020,8,19881,143986,447
Chandauli,Uttar Pradesh,2021,7,30644,139956,217
Chandauli,Uttar Pradesh,2022,8,10604,62464,166
Chandauli,Uttar Pradesh,2023,9,47688,151759,246
Chandauli,Uttar Pradesh,2024,7,23902,107141,384
Chitrakoot,Uttar Pradesh,2015,8,12868,77188,424
Chitrakoot,Uttar Pradesh,2016,9,39474,186274,588
Chitrakoot,Uttar Pradesh,2017,3,20929,163953,893
Chitrakoot,Uttar Pradesh,2018,6,41942,97575,987
Chitrakoot,Uttar Pradesh,2019,4,27402,131438,873
Chitrakoot,Uttar Pradesh,2020,5,39839,62575,273
Chitrakoot,Uttar Pradesh,2021,5,48514,151329,758
Chitrakoot,Uttar Pradesh,2022,6,14435,100306,733
Chitrakoot,Uttar Pradesh,2023,6,30189,143097,213
Chitrakoot,Uttar Pradesh,2024,6,30385,60927,975
Deoria,Uttar Pradesh,2015,5,34598,192116,885
Deoria,Uttar Pradesh,2016,4,18276,186038,957
Deoria,Uttar Pradesh,2017,6,48830,131270,828
Deoria,Uttar Pradesh,2018,9,15900,183614,426
Deoria,Uttar Pradesh,2019,3,47301,186940,472
Deoria,Uttar Pradesh,2020,3,19956,96487,524
Deoria,Uttar Pradesh,2021,9,35874,173670,555
Deoria,Uttar Pradesh,2022,6,37700,164737,161
Deoria,Uttar Pradesh,2023,4,25112,123968,803
Deoria,Uttar Pradesh,2024,9,49250,166644,988
Etah,Uttar Pradesh,2015,8,34214,103914,529
Etah,Uttar Pradesh,2016,4,47418,159756,182
Etah,Uttar Pradesh,2017,5,47403,137071,858
Etah,Uttar Pradesh,2018,8,48199,77892,285
Etah,Uttar Pradesh,2019,9,43456,126318,868
Etah,Uttar Pradesh,2020,8,36355,128384,938
Etah,Uttar Pradesh,2021,5,16828,100916,591
Etah,Uttar Pradesh,2022,8,33074,89332,400
Etah,Uttar Pradesh,2023,7,19215,117039,180
Etah,Uttar Pradesh,2024,7,10394,103553,789
Etawah,Uttar Pradesh,2015,3,25475,86541,264
Etawah,Uttar Pradesh,2016,4,14853,142981,702
Etawah,Uttar Pradesh,2017,8,48415,144019,364
Etawah,Uttar Pradesh,2018,4,12990,160659,351
Etawah,Uttar Pradesh,2019,3,16015,54181,997
Etawah,Uttar Pradesh,2020,6,39897,193685,842
Etawah,Uttar Pradesh,2021,4,27905,63765,243
Etawah,Uttar Pradesh,2022,7,25620,63119,646
Etawah,Uttar Pradesh,2023,4,10618,121138,328
Etawah,Uttar Pradesh,2024,5,28194,92075,761
Farrukhabad,Uttar Pradesh,2015,8,31786,138797,797
Farrukhabad,Uttar Pradesh,2016,8,32909,145990,516
Farrukhabad,Uttar Pradesh,2017,5,34436,68176,772
Farrukhabad,Uttar Pradesh,2018,7,27966,100609,652
Farrukhabad,Uttar Pradesh,2019,7,19985,57615,329
Farrukhabad,Uttar Pradesh,2020,5,10793,78649,674
Farrukhabad,Uttar Pradesh,2021,8,14020,124410,473
Farrukhabad,Uttar Pradesh,2022,6,43563,100727,709
Farrukhabad,Uttar Pradesh,2023,7,39266,80332,705
Farrukhabad,Uttar Pradesh,2024,6,45429,161202,391
Fatehpur,Uttar Pradesh,2015,3,48985,58915,553
Fatehpur,Uttar Pradesh,2016,3,30095,79654,738
Fatehpur,Uttar Pradesh,2017,3,19885,129436,902
Fatehpur,Uttar Pradesh,2018,7,30080,198837,374
Fatehpur,Uttar Pradesh,2019,8,31791,102555,338
Fatehpur,Uttar Pradesh,2020,8,42459,90204,792
Fatehpur,Uttar Pradesh,2021,9,21426,156927,540
Fatehpur,Uttar Pradesh,2022,9,40654,187305,306
Fatehpur,Uttar Pradesh,2023,8,32014,124828,974
Fatehpur,Uttar Pradesh,2024,4,37319,99409,181
Firozabad,Uttar Pradesh,2015,3,36608,159513,922
Firozabad,Uttar Pradesh,2016,7,41535,132172,321
Firozabad,Uttar Pradesh,2017,6,47251,171777,838
Firozabad,Uttar Pradesh,2018,9,25145,86751,447
Firozabad,Uttar Pradesh,2019,4,36963,157081,357
Firozabad,Uttar Pradesh,2020,7,44955,132663,883
Firozabad,Uttar Pradesh,2021,5,19114,95481,580
Firozabad,Uttar Pradesh,2022,5,10761,105160,446
Firozabad,Uttar Pradesh,2023,3,31759,56499,934
Firozabad,Uttar Pradesh,2024,6,45924,135791,904
Gautam Buddha Nagar,Uttar Pradesh,2015,5,20038,87017,473
Gautam Buddha Nagar,Uttar Pradesh,2016,9,28527,94332,914
Gautam Buddha Nagar,Uttar Pradesh,2017,6,16637,165623,610
Gautam Buddha Nagar,Uttar Pradesh,2018,5,32193,172318,579
Gautam Buddha Nagar,Uttar Pradesh,2019,6,26508,174865,668
Gautam Buddha Nagar,Uttar Pradesh,2020,8,16930,66344,252
Gautam Buddha Nagar,Uttar Pradesh,2021,7,23390,189549,871
Gautam Buddha Nagar,Uttar Pradesh,2022,5,41851,95926,553
Gautam Buddha Nagar,Uttar Pradesh,2023,9,47078,128446,213
Gautam Buddha Nagar,Uttar Pradesh,2024,7,30765,96808,163
Ghaziabad,Uttar Pradesh,2015,4,35752,182290,185
Ghaziabad,Uttar Pradesh,2016,5,14675,51472,640
Ghaziabad,Uttar Pradesh,2017,9,41892,130287,184
Ghaziabad,Uttar Pradesh,2018,5,32013,125356,675
Ghaziabad,Uttar Pradesh,2019,7,26912,129176,467
Ghaziabad,Uttar Pradesh,2020,9,23362,112629,419
Ghaziabad,Uttar Pradesh,2021,4,20247,61159,202
Ghaziabad,Uttar Pradesh,2022,8,10641,90492,373
Ghaziabad,Uttar Pradesh,2023,3,19417,167142,446
Ghaziabad,Uttar Pradesh,2024,5,28801,186635,271
Ghazipur,Uttar Pradesh,2015,7,15327,84038,412
Ghazipur,Uttar Pradesh,2016,8,14376,161816,799
Ghazipur,Uttar Pradesh,2017,6,40320,58742,666
Ghazipur,Uttar Pradesh,2018,7,32753,71390,753
Ghazipur,Uttar Pradesh,2019,7,22227,98330,740
Ghazipur,Uttar Pradesh,2020,6,20913,123732,660
Ghazipur,Uttar Pradesh,2021,6,25094,168321,259
Ghazipur,Uttar Pradesh,2022,7,38246,139685,615
Ghazipur,Uttar Pradesh,2023,7,19297,137008,511
Ghazipur,Uttar Pradesh,2024,7,13728,117793,867
Gonda,Uttar Pradesh,2015,6,48440,166945,626
Gonda,Uttar Pradesh,2016,4,13072,120712,736
Gonda,Uttar Pradesh,2017,5,24856,169025,975
Gonda,Uttar Pradesh,2018,7,37085,53208,618
Gonda,Uttar Pradesh,2019,8,25339,141244,874
Gonda,Uttar Pradesh,2020,3,11771,74911,916
Gonda,Uttar Pradesh,2021,7,19246,67954,885
Gonda,Uttar Pradesh,2022,6,18476,54076,592
Gonda,Uttar Pradesh,2023,8,33940,154782,394
Gonda,Uttar Pradesh,2024,7,22609,95438,231
Gorakhpur,Uttar Pradesh,2015,4,10858,132494,425
Gorakhpur,Uttar Pradesh,2016,4,23641,51572,490
Gorakhpur,Uttar Pradesh,2017,3,25180,50875,996
Gorakhpur,Uttar Pradesh,2018,9,41902,124151,960
Gorakhpur,Uttar Pradesh,2019,4,19025,85842,318
Gorakhpur,Uttar Pradesh,2020,9,16183,190679,920
Gorakhpur,Uttar Pradesh,2021,3,19372,73444,537
Gorakhpur,Uttar Pradesh,2022,3,13447,138965,194
Gorakhpur,Uttar Pradesh,2023,4,48706,121762,526
Gorakhpur,Uttar Pradesh,2024,9,37720,128041,305
Hamirpur,Uttar Pradesh,2015,8,45378,135004,962
Hamirpur,Uttar Pradesh,2016,6,45078,105469,777
Hamirpur,Uttar Pradesh,2017,6,29566,112060,784
Hamirpur,Uttar Pradesh,2018,7,31234,158108,260
Hamirpur,Uttar Pradesh,2019,9,28877,98137,216
Hamirpur,Uttar Pradesh,2020,7,15209,159064,890
Hamirpur,Uttar Pradesh,2021,7,28853,55671,689
Hamirpur,Uttar Pradesh,2022,7,24842,80666,277
Hamirpur,Uttar Pradesh,2023,9,39547,175867,560
Hamirpur,Uttar Pradesh,2024,9,30672,105966,796
Hapur,Uttar Pradesh,2015,3,18094,107570,476
Hapur,Uttar Pradesh,2016,4,35218,197762,343
Hapur,Uttar Pradesh,2017,5,30448,199251,729
Hapur,Uttar Pradesh,2018,4,27581,54096,337
Hapur,Uttar Pradesh,2019,9,45100,194725,407
Hapur,Uttar Pradesh,2020,8,40570,115175,701
Hapur,Uttar Pradesh,2021,8,34197,168926,763
Hapur,Uttar Pradesh,2022,5,20328,59841,325
Hapur,Uttar Pradesh,2023,8,10294,50203,673
Hapur,Uttar Pradesh,2024,5,40335,83541,808
Hardoi,Uttar Pradesh,2015,5,31325,166435,350
Hardoi,Uttar Pradesh,2016,9,38594,93399,511
Hardoi,Uttar Pradesh,2017,3,15873,86114,531
Hardoi,Uttar Pradesh,2018,9,19934,74479,390
Hardoi,Uttar Pradesh,2019,8,20286,65118,266
Hardoi,Uttar Pradesh,2020,7,41735,97536,206
Hardoi,Uttar Pradesh,2021,7,16038,174060,307
Hardoi,Uttar Pradesh,2022,6,27252,186980,300
Hardoi,Uttar Pradesh,2023,4,42773,95947,995
Hardoi,Uttar Pradesh,2024,6,30425,149231,433
Hathras,Uttar Pradesh,2015,7,26317,84491,810
Hathras,Uttar Pradesh,2016,7,15412,126113,614
Hathras,Uttar Pradesh,2017,7,40617,117386,908
Hathras,Uttar Pradesh,2018,4,20924,117789,739
Hathras,Uttar Pradesh,2019,8,36746,78459,741
Hathras,Uttar Pradesh,2020,5,30207,105517,719
Hathras,Uttar Pradesh,2021,8,14775,107159,422
Hathras,Uttar Pradesh,2022,7,31480,82617,559
Hathras,Uttar Pradesh,2023,9,16931,70257,170
Hathras,Uttar Pradesh,2024,7,46332,194349,167
Jalaun,Uttar Pradesh,2015,4,43478,148446,898
Jalaun,Uttar Pradesh,2016,7,25689,144287,771
Jalaun,Uttar Pradesh,2017,3,23928,72927,232
Jalaun,Uttar Pradesh,2018,4,42244,134672,285
Jalaun,Uttar Pradesh,2019,9,23645,189709,477
Jalaun,Uttar Pradesh,2020,9,43988,77852,535
Jalaun,Uttar Pradesh,2021,4,33717,67322,956
Jalaun,Uttar Pradesh,2022,6,14127,133887,328
Jalaun,Uttar Pradesh,2023,7,47782,92982,975
Jalaun,Uttar Pradesh,2024,3,40244,181846,358
Jaunpur,Uttar Pradesh,2015,5,32409,79413,707
Jaunpur,Uttar Pradesh,2016,6,39359,175503,517
Jaunpur,Uttar Pradesh,2017,5,47264,147875,227
Jaunpur,Uttar Pradesh,2018,7,16804,169195,421
Jaunpur,Uttar Pradesh,2019,4,26650,131292,650
Jaunpur,Uttar Pradesh,2020,6,46780,195770,260
Jaunpur,Uttar Pradesh,2021,6,39521,190706,229
Jaunpur,Uttar Pradesh,2022,4,29696,52997,273
Jaunpur,Uttar Pradesh,2023,6,40317,132117,171
Jaunpur,Uttar Pradesh,2024,5,40928,157587,941
Jhansi,Uttar Pradesh,2015,4,23068,117476,241
Jhansi,Uttar Pradesh,2016,5,43834,154318,457
Jhansi,Uttar Pradesh,2017,6,28323,109525,677
Jhansi,Uttar Pradesh,2018,4,25353,163824,724
Jhansi,Uttar Pradesh,2019,3,43252,130325,331
Jhansi,Uttar Pradesh,2020,3,16582,82731,713
Jhansi,Uttar Pradesh,2021,3,19890,173909,258
Jhansi,Uttar Pradesh,2022,9,43418,120097,280
Jhansi,Uttar Pradesh,2023,5,36628,88420,910
Jhansi,Uttar Pradesh,2024,7,32016,123824,551
Kannauj,Uttar Pradesh,2015,4,23472,109057,707
Kannauj,Uttar Pradesh,2016,8,44302,129126,719
Kannauj,Uttar Pradesh,2017,4,11671,126626,890
Kannauj,Uttar Pradesh,2018,7,36165,121923,824
Kannauj,Uttar Pradesh,2019,3,28824,121396,617
Kannauj,Uttar Pradesh,2020,6,11001,57688,235
Kannauj,Uttar Pradesh,2021,9,26227,84149,756
Kannauj,Uttar Pradesh,2022,8,49867,168733,533
Kannauj,Uttar Pradesh,2023,6,11414,78417,812
Kannauj,Uttar Pradesh,2024,8,40110,109161,550
Kanpur Dehat,Uttar Pradesh,2015,9,40243,177762,623
Kanpur Dehat,Uttar Pradesh,2016,5,19369,78727,240
Kanpur Dehat,Uttar Pradesh,2017,8,10078,75083,458
Kanpur Dehat,Uttar Pradesh,2018,3,44915,135735,836
Kanpur Dehat,Uttar Pradesh,2019,9,16520,88726,890
Kanpur Dehat,Uttar Pradesh,2020,3,14937,177117,924
Kanpur Dehat,Uttar Pradesh,2021,3,40486,194451,917
Kanpur Dehat,Uttar Pradesh,2022,6,26462,119055,753
Kanpur Dehat,Uttar Pradesh,2023,6,39847,97114,411
Kanpur Dehat,Uttar Pradesh,2024,9,30235,113435,563
Kanpur Nagar,Uttar Pradesh,2015,5,10511,113043,861
Kanpur Nagar,Uttar Pradesh,2016,8,31269,137363,495
Kanpur Nagar,Uttar Pradesh,2017,9,44912,104466,611
Kanpur Nagar,Uttar Pradesh,2018,7,10514,84277,672
Kanpur Nagar,Uttar Pradesh,2019,5,31955,95206,516
Kanpur Nagar,Uttar Pradesh,2020,4,14437,134939,309
Kanpur Nagar,Uttar Pradesh,2021,8,16776,191324,224
Kanpur Nagar,Uttar Pradesh,2022,7,30908,53499,480
Kanpur Nagar,Uttar Pradesh,2023,9,37468,69303,895
Kanpur Nagar,Uttar Pradesh,2024,5,45207,57858,518
Kasganj,Uttar Pradesh,2015,9,11208,178267,988
Kasganj,Uttar Pradesh,2016,8,24502,130040,287
Kasganj,Uttar Pradesh,2017,3,10193,192643,606
Kasganj,Uttar Pradesh,2018,6,23553,153072,920
Kasganj,Uttar Pradesh,2019,5,31828,147316,801
Kasganj,Uttar Pradesh,2020,3,19828,179720,850
Kasganj,Uttar Pradesh,2021,3,48078,73718,627
Kasganj,Uttar Pradesh,2022,8,27787,57000,191
Kasganj,Uttar Pradesh,2023,3,33039,176519,222
Kasganj,Uttar Pradesh,2024,4,46333,199870,411
Kaushambi,Uttar Pradesh,2015,6,40979,57933,674
Kaushambi,Uttar Pradesh,2016,8,48314,134426,843
Kaushambi,Uttar Pradesh,2017,4,33058,157077,925
Kaushambi,Uttar Pradesh,2018,9,43898,77729,801
Kaushambi,Uttar Pradesh,2019,7,14966,98524,663
Kaushambi,Uttar Pradesh,2020,8,46182,122129,266
Kaushambi,Uttar Pradesh,2021,8,18714,57617,404
Kaushambi,Uttar Pradesh,2022,4,17362,95958,394
Kaushambi,Uttar Pradesh,2023,7,34373,123691,735
Kaushambi,Uttar Pradesh,2024,5,21292,153141,573
Kheri,Uttar Pradesh,2015,7,10205,127469,688
Kheri,Uttar Pradesh,2016,5,44479,119768,592
Kheri,Uttar Pradesh,2017,9,27717,97751,872
Kheri,Uttar Pradesh,2018,9,47251,61958,533
Kheri,Uttar Pradesh,2019,8,26322,150678,540
Kheri,Uttar Pradesh,2020,5,14488,105814,391
Kheri,Uttar Pradesh,2021,3,26570,160271,204
Kheri,Uttar Pradesh,2022,8,35827,186068,990
Kheri,Uttar Pradesh,2023,3,33278,185513,310
Kheri,Uttar Pradesh,2024,5,37039,86423,493
Kushinagar,Uttar Pradesh,2015,3,23898,132171,511
Kushinagar,Uttar Pradesh,2016,6,24240,166609,824
Kushinagar,Uttar Pradesh,2017,5,45997,159945,464
Kushinagar,Uttar Pradesh,2018,3,25352,126694,673
Kushinagar,Uttar Pradesh,2019,8,21248,131302,839
Kushinagar,Uttar Pradesh,2020,8,17016,184293,405
Kushinagar,Uttar Pradesh,2021,6,40833,50415,908
Kushinagar,Uttar Pradesh,2022,8,44719,124192,925
Kushinagar,Uttar Pradesh,2023,4,48914,68702,736
Kushinagar,Uttar Pradesh,2024,6,38637,88287,941
Lalitpur,Uttar Pradesh,2015,4,16207,83718,945
Lalitpur,Uttar Pradesh,2016,4,23411,121455,922
Lalitpur,Uttar Pradesh,2017,3,49034,113387,905
Lalitpur,Uttar Pradesh,2018,7,46697,99944,346
Lalitpur,Uttar Pradesh,2019,7,19127,166584,829
Lalitpur,Uttar Pradesh,2020,3,20512,173317,622
Lalitpur,Uttar Pradesh,2021,9,10579,149693,287
Lalitpur,Uttar Pradesh,2022,9,44440,194874,940
Lalitpur,Uttar Pradesh,2023,6,27065,137295,963
Lalitpur,Uttar Pradesh,2024,8,26689,101667,475
Lucknow,Uttar Pradesh,2015,5,45685,108975,507
Lucknow,Uttar Pradesh,2016,7,39220,62552,363
Lucknow,Uttar Pradesh,2017,3,22385,134422,792
Lucknow,Uttar Pradesh,2018,3,40547,165894,931
Lucknow,Uttar Pradesh,2019,6,38538,107723,588
Lucknow,Uttar Pradesh,2020,4,46593,118845,617
Lucknow,Uttar Pradesh,2021,6,19553,197526,244
Lucknow,Uttar Pradesh,2022,5,27800,122966,606
Lucknow,Uttar Pradesh,2023,8,14262,132288,698
Lucknow,Uttar Pradesh,2024,5,38869,113520,887
Mahoba,Uttar Pradesh,2015,5,30056,170617,570
Mahoba,Uttar Pradesh,2016,7,49372,148236,694
Mahoba,Uttar Pradesh,2017,6,37650,115925,409
Mahoba,Uttar Pradesh,2018,8,16106,119304,444
Mahoba,Uttar Pradesh,2019,6,18992,152954,552
Mahoba,Uttar Pradesh,2020,8,20046,171722,476
Mahoba,Uttar Pradesh,2021,9,49872,112202,308
Mahoba,Uttar Pradesh,2022,7,33907,61777,986
Mahoba,Uttar Pradesh,2023,7,17852,87561,778
Mahoba,Uttar Pradesh,2024,3,44668,143052,662
Mahrajganj,Uttar Pradesh,2015,3,37141,63248,752
Mahrajganj,Uttar Pradesh,2016,6,33596,193360,610
Mahrajganj,Uttar Pradesh,2017,5,11211,77172,440
Mahrajganj,Uttar Pradesh,2018,6,16741,75303,160
Mahrajganj,Uttar Pradesh,2019,4,31047,98542,780
Mahrajganj,Uttar Pradesh,2020,3,47948,135747,373
Mahrajganj,Uttar Pradesh,2021,5,14963,74734,286
Mahrajganj,Uttar Pradesh,2022,9,44290,81793,834
Mahrajganj,Uttar Pradesh,2023,3,29640,111368,638
Mahrajganj,Uttar Pradesh,2024,7,40543,131710,647
Mainpuri,Uttar Pradesh,2015,4,15759,136063,584
Mainpuri,Uttar Pradesh,2016,5,15441,186079,152
Mainpuri,Uttar Pradesh,2017,6,42364,114412,208
Mainpuri,Uttar Pradesh,2018,8,17431,74225,302
Mainpuri,Uttar Pradesh,2019,5,36894,64424,683
Mainpuri,Uttar Pradesh,2020,8,28722,93284,229
Mainpuri,Uttar Pradesh,2021,9,14622,50826,221
Mainpuri,Uttar Pradesh,2022,7,37222,74344,800
Mainpuri,Uttar Pradesh,2023,3,33527,167737,801
Mainpuri,Uttar Pradesh,2024,5,19582,135929,829
Mathura,Uttar Pradesh,2015,5,26620,58065,574
Mathura,Uttar Pradesh,2016,4,38975,154488,952
Mathura,Uttar Pradesh,2017,8,39011,182465,414
Mathura,Uttar Pradesh,2018,4,17780,171971,829
Mathura,Uttar Pradesh,2019,5,34894,79602,509
Mathura,Uttar Pradesh,2020,4,15297,162740,992
Mathura,Uttar Pradesh,2021,7,32938,175171,169
Mathura,Uttar Pradesh,2022,6,20251,190317,156
Mathura,Uttar Pradesh,2023,8,27522,188978,702
Mathura,Uttar Pradesh,2024,4,16325,119025,606
Mau,Uttar Pradesh,2015,3,19837,171883,798
Mau,Uttar Pradesh,2016,5,40124,74447,678
Mau,Uttar Pradesh,2017,9,45138,160244,888
Mau,Uttar Pradesh,2018,3,28559,97381,632
Mau,Uttar Pradesh,2019,6,24991,140014,420
Mau,Uttar Pradesh,2020,6,41630,122589,368
Mau,Uttar Pradesh,2021,8,15008,183704,694
Mau,Uttar Pradesh,2022,8,38807,153272,607
Mau,Uttar Pradesh,2023,7,32541,66050,591
Mau,Uttar Pradesh,2024,5,43352,95659,515
Meerut,Uttar Pradesh,2015,8,22179,112692,258
Meerut,Uttar Pradesh,2016,4,35168,176072,355
Meerut,Uttar Pradesh,2017,6,11180,84532,295
Meerut,Uttar Pradesh,2018,3,15578,56946,584
Meerut,Uttar Pradesh,2019,6,45503,147789,465
Meerut,Uttar Pradesh,2020,4,38600,103725,529
Meerut,Uttar Pradesh,2021,6,23133,160837,830
Meerut,Uttar Pradesh,2022,5,44896,117680,448
Meerut,Uttar Pradesh,2023,6,46142,70654,957
Meerut,Uttar Pradesh,2024,8,26852,101568,579
Mirzapur,Uttar Pradesh,2015,7,24159,169665,664
Mirzapur,Uttar Pradesh,2016,8,41633,186461,519
Mirzapur,Uttar Pradesh,2017,8,39795,58183,187
Mirzapur,Uttar Pradesh,2018,4,32528,84698,417
Mirzapur,Uttar Pradesh,2019,8,13675,94364,198
Mirzapur,Uttar Pradesh,2020,5,25014,165583,352
Mirzapur,Uttar Pradesh,2021,4,18292,86227,509
Mirzapur,Uttar Pradesh,2022,7,30857,184104,826
Mirzapur,Uttar Pradesh,2023,6,13610,137107,435
Mirzapur,Uttar Pradesh,2024,4,15931,194974,572
Moradabad,Uttar Pradesh,2015,8,12704,173575,410
Moradabad,Uttar Pradesh,2016,6,38591,167191,690
Moradabad,Uttar Pradesh,2017,7,36651,99842,713
Moradabad,Uttar Pradesh,2018,5,37672,161317,850
Moradabad,Uttar Pradesh,2019,8,36618,131352,512
Moradabad,Uttar Pradesh,2020,6,35968,173324,453
Moradabad,Uttar Pradesh,2021,5,46936,93278,315
Moradabad,Uttar Pradesh,2022,9,17705,176381,225
Moradabad,Uttar Pradesh,2023,8,15438,171522,155
Moradabad,Uttar Pradesh,2024,5,20610,141587,864
Muzaffarnagar,Uttar Pradesh,2015,6,16997,169264,904
Muzaffarnagar,Uttar Pradesh,2016,9,47454,90851,422
Muzaffarnagar,Uttar Pradesh,2017,7,32600,181555,418
Muzaffarnagar,Uttar Pradesh,2018,7,12465,138120,528
Muzaffarnagar,Uttar Pradesh,2019,6,25855,71085,952
Muzaffarnagar,Uttar Pradesh,2020,3,13126,71970,651
Muzaffarnagar,Uttar Pradesh,2021,5,39784,170953,833
Muzaffarnagar,Uttar Pradesh,2022,8,36767,176725,299
Muzaffarnagar,Uttar Pradesh,2023,3,25400,68040,752
Muzaffarnagar,Uttar Pradesh,2024,9,25806,70999,292
Pilibhit,Uttar Pradesh,2015,3,41668,145239,643
Pilibhit,Uttar Pradesh,2016,3,13389,134676,958
Pilibhit,Uttar Pradesh,2017,5,10635,96963,620
Pilibhit,Uttar Pradesh,2018,9,25301,51546,333
Pilibhit,Uttar Pradesh,2019,8,38066,129024,595
Pilibhit,Uttar Pradesh,2020,7,44821,185067,711
Pilibhit,Uttar Pradesh,2021,5,24734,87268,321
Pilibhit,Uttar Pradesh,2022,4,42426,104599,860
Pilibhit,Uttar Pradesh,2023,4,29007,52010,151
Pilibhit,Uttar Pradesh,2024,7,43293,76402,297
Pratapgarh,Uttar Pradesh,2015,9,15863,140878,809
Pratapgarh,Uttar Pradesh,2016,3,28605,144619,287
Pratapgarh,Uttar Pradesh,2017,8,14822,94467,173
Pratapgarh,Uttar Pradesh,2018,6,38082,192722,486
Pratapgarh,Uttar Pradesh,2019,4,25373,186706,773
Pratapgarh,Uttar Pradesh,2020,3,37947,118198,385
Pratapgarh,Uttar Pradesh,2021,9,18668,79727,722
Pratapgarh,Uttar Pradesh,2022,9,37902,74408,276
Pratapgarh,Uttar Pradesh,2023,4,27029,61251,802
Pratapgarh,Uttar Pradesh,2024,5,31939,136347,727
Prayagraj,Uttar Pradesh,2015,9,32863,108889,761
Prayagraj,Uttar Pradesh,2016,3,34740,130766,590
Prayagraj,Uttar Pradesh,2017,8,46647,188680,216
Prayagraj,Uttar Pradesh,2018,9,48757,64396,421
Prayagraj,Uttar Pradesh,2019,4,11727,125750,663
Prayagraj,Uttar Pradesh,2020,9,16913,133625,603
Prayagraj,Uttar Pradesh,2021,7,47662,165796,177
Prayagraj,Uttar Pradesh,2022,8,37919,104810,208
Prayagraj,Uttar Pradesh,2023,6,33828,169386,581
Prayagraj,Uttar Pradesh,2024,3,42376,69006,947
Rae Bareli,Uttar Pradesh,2015,8,31448,97807,158
Rae Bareli,Uttar Pradesh,2016,6,39215,126880,601
Rae Bareli,Uttar Pradesh,2017,3,22147,126626,675
Rae Bareli,Uttar Pradesh,2018,5,21150,193311,231
Rae Bareli,Uttar Pradesh,2019,4,14836,77579,349
Rae Bareli,Uttar Pradesh,2020,8,20480,196717,923
Rae Bareli,Uttar Pradesh,2021,6,25781,126764,270
Rae Bareli,Uttar Pradesh,2022,6,31853,164503,348
Rae Bareli,Uttar Pradesh,2023,7,43784,106891,892
Rae Bareli,Uttar Pradesh,2024,7,32103,141469,250
Rampur,Uttar Pradesh,2015,8,25597,79751,547
Rampur,Uttar Pradesh,2016,4,32191,87715,613
Rampur,Uttar Pradesh,2017,9,31981,129381,432
Rampur,Uttar Pradesh,2018,8,18269,164433,838
Rampur,Uttar Pradesh,2019,4,39181,52972,639
Rampur,Uttar Pradesh,2020,3,33766,63003,490
Rampur,Uttar Pradesh,2021,6,14391,157607,904
Rampur,Uttar Pradesh,2022,3,28515,107472,765
Rampur,Uttar Pradesh,2023,9,40266,184070,742
Rampur,Uttar Pradesh,2024,3,17895,103613,311
Saharanpur,Uttar Pradesh,2015,7,16164,71905,550
Saharanpur,Uttar Pradesh,2016,6,46826,52593,161
Saharanpur,Uttar Pradesh,2017,7,32909,103843,929
Saharanpur,Uttar Pradesh,2018,4,29028,117612,309
Saharanpur,Uttar Pradesh,2019,3,28711,83937,182
Saharanpur,Uttar Pradesh,2020,6,19055,199211,174
Saharanpur,Uttar Pradesh,2021,6,33517,107539,469
Saharanpur,Uttar Pradesh,2022,4,42457,99704,984
Saharanpur,Uttar Pradesh,2023,8,21530,96420,476
Saharanpur,Uttar Pradesh,2024,3,30264,196298,355
Sambhal,Uttar Pradesh,2015,3,20802,52447,382
Sambhal,Uttar Pradesh,2016,8,40414,106248,402
Sambhal,Uttar Pradesh,2017,3,22696,149860,908
Sambhal,Uttar Pradesh,2018,8,14377,193369,310
Sambhal,Uttar Pradesh,2019,4,32917,118935,686
Sambhal,Uttar Pradesh,2020,3,41778,89191,226
Sambhal,Uttar Pradesh,2021,6,45917,50809,560
Sambhal,Uttar Pradesh,2022,4,33793,98180,484
Sambhal,Uttar Pradesh,2023,9,25648,72423,745
Sambhal,Uttar Pradesh,2024,9,14179,199514,405
Sant Kabir Nagar,Uttar Pradesh,2015,5,27282,142573,828
Sant Kabir Nagar,Uttar Pradesh,2016,5,12619,188506,530
Sant Kabir Nagar,Uttar Pradesh,2017,9,16844,106415,736
Sant Kabir Nagar,Uttar Pradesh,2018,7,45309,172812,889
